

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0206B    |0206B   
1979    none     none     none     none     23261     -NA-     -NA-     -NA-     -NA-     -NA-    1.030
1980    none     none     none     none     21328     -NA-     -NA-     -NA-     -NA-     -NA-    0.887
1981    none     none     none     none     15504     -NA-     -NA-     -NA-     -NA-     -NA-    1.072
1982    none     none     none     none     13019     -NA-     -NA-     -NA-     -NA-     -NA-    0.982
1983    none     none     none     none     11239     -NA-     -NA-     -NA-     -NA-     -NA-    1.010
1984    none     none     none     none     15405     -NA-     -NA-     -NA-     -NA-     -NA-    1.102
1985    none     none     none     none     17373     -NA-     -NA-     -NA-     -NA-     -NA-    0.872
1986    none     none     none     none     16189     -NA-     -NA-     -NA-     -NA-     -NA-    1.294
1987    none     none     none     none     21568     -NA-     -NA-     -NA-     -NA-     -NA-    0.765
1988    none     none     none     none     18662     -NA-     -NA-     -NA-     -NA-     -NA-    1.037
1989    none     none     none     none     22578     -NA-     -NA-     -NA-     -NA-     -NA-    0.924
1990    none     none     none     none     17241     -NA-     -NA-     -NA-     -NA-     -NA-    1.077
1991    none     none     none     none     12913     -NA-     -NA-     -NA-     -NA-     -NA-    1.017
1992    none     none     none     none      9852     -NA-     -NA-     -NA-     -NA-     -NA-    1.173
1993    none     none     none     none     14275     -NA-     -NA-     -NA-     -NA-     -NA-    0.944
1994    none     none     none     none     14474     -NA-     -NA-     -NA-     -NA-     -NA-    0.926
1995    none     none     none     none     11909     -NA-     -NA-     -NA-     -NA-     -NA-    1.009
1996    none     none     none     none     10763     -NA-     -NA-     -NA-     -NA-     -NA-    1.175
1997    none     none     none     none     12741     -NA-     -NA-     -NA-     -NA-     -NA-    0.872
1998    none     none     none     none     13255     -NA-     -NA-     -NA-     -NA-     -NA-    1.142
1999    none     none     none     none     20318     -NA-     -NA-     -NA-     -NA-     -NA-    0.993
2000    none     none     none     none     23002     -NA-     -NA-     -NA-     -NA-     -NA-    1.241
2001    none     none     none     none     54521     -NA-     -NA-     -NA-     -NA-     -NA-    1.024
2002    none     none     none     none     77700     -NA-     -NA-     -NA-     -NA-     -NA-    0.905
Average Magnitudes                                                                       0.000    0.097

ESCAPEMENT CALIBRATION FOR ORC
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      9508    20745    26147    56400     -NA-    2.108    1.487    1.000    0.366    1.366
1980    none      9634    21020    26494    57148     -NA-    2.177    1.114    0.619    0.417    1.064
1981    none      9185    20039    25258    54482     -NA-    1.616    1.256    0.488    0.435    0.961
1982    none     10027    21878    27575    59480     -NA-    1.424    1.035    0.403    0.361    0.807
1983    none      6763    14755    18598    40116     -NA-    2.107    1.090    0.655    0.380    1.060
1984    none     13523    29504    37188    80215     -NA-    1.350    1.168    0.850    0.190    1.051
1985    none     15995    34899    43987    94881     -NA-    0.305    0.890    0.717    0.289    0.711
1986    none     27521    38862    34990   101373     -NA-    0.893    0.801    0.974    0.114    0.886
1987    none     14675    29263    45103    89041     -NA-    1.806    1.141    1.418    0.391    1.391
1988    none     19990    71313    56237   147540     -NA-    0.509    0.949    0.979    0.099    0.901
1989    none     13427    22675    52490    88592     -NA-    0.674    0.801    0.844    0.193    0.807
1990    none     16059    24954    27019    68032     -NA-    0.877    0.955    1.531    0.256    1.165
1991    none      8882    27383    38689    74954     -NA-    0.770    1.056    1.142    0.121    1.067
1992    none     18670    29754    40323    88747     -NA-    1.013    0.923    1.011    0.033    0.982
1993    none      8949    17763    17422    44134     -NA-    1.934    1.011    1.248    0.292    1.292
1994    none      8036    35875    42228    86139     -NA-    1.602    1.068    0.990    0.089    1.079
1995    none     14161    18364    48670    81195     -NA-    2.238    1.401    0.778    0.439    1.174
1996    none     18418    35920    38286    92624     -NA-    0.853    0.683    0.681    0.284    0.716
1997    none      3829    27055    27658    58542     -NA-    1.662    1.426    0.778    0.345    1.135
1998    none     10972    23940    30174    65086     -NA-    0.953    1.087    0.708    0.175    0.889
1999    none     11133    24290    30616    66039     -NA-    1.170    0.913    0.849    0.131    0.927
2000    none      7043    20194    25652    52889     -NA-    2.004    1.424    1.103    0.345    1.345
2001    none     13012    39019    48517   100548     -NA-    1.090    0.817    0.784    0.187    0.836
2002    none      9625    28830    35459    73914     -NA-    1.001    0.962    1.006    0.018    0.988
Average Magnitudes                                                                       0.248    0.157

TERMINAL RUN CALIBRATION FOR WCN
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     25800     -NA-     -NA-     -NA-     -NA-     -NA-    1.199
1980    none     none     none     none     39900     -NA-     -NA-     -NA-     -NA-     -NA-    0.844
1981    none     none     none     none     32502     -NA-     -NA-     -NA-     -NA-     -NA-    1.033
1982    none     none     none     none     36251     -NA-     -NA-     -NA-     -NA-     -NA-    0.904
1983    none     none     none     none     22530     -NA-     -NA-     -NA-     -NA-     -NA-    1.405
1984    none     none     none     none     42047     -NA-     -NA-     -NA-     -NA-     -NA-    0.820
1985    none     none     none     none     33140     -NA-     -NA-     -NA-     -NA-     -NA-    1.221
1986    none     none     none     none     51719     -NA-     -NA-     -NA-     -NA-     -NA-    1.010
1987    none     none     none     none     71455     -NA-     -NA-     -NA-     -NA-     -NA-    0.912
1988    none     none     none     none     79739     -NA-     -NA-     -NA-     -NA-     -NA-    0.989
1989    none     none     none     none     92938     -NA-     -NA-     -NA-     -NA-     -NA-    0.864
1990    none     none     none     none     75332     -NA-     -NA-     -NA-     -NA-     -NA-    0.970
1991    none     none     none     none     49354     -NA-     -NA-     -NA-     -NA-     -NA-    1.213
1992    none     none     none     none     51524     -NA-     -NA-     -NA-     -NA-     -NA-    1.034
1993    none     none     none     none     48508     -NA-     -NA-     -NA-     -NA-     -NA-    1.002
1994    none     none     none     none     47364     -NA-     -NA-     -NA-     -NA-     -NA-    0.957
1995    none     none     none     none     45669     -NA-     -NA-     -NA-     -NA-     -NA-    1.016
1996    none     none     none     none     53030     -NA-     -NA-     -NA-     -NA-     -NA-    0.958
1997    none     none     none     none     44228     -NA-     -NA-     -NA-     -NA-     -NA-    0.975
1998    none     none     none     none     36718     -NA-     -NA-     -NA-     -NA-     -NA-    0.974
1999    none     none     none     none     24785     -NA-     -NA-     -NA-     -NA-     -NA-    1.215
2000    none     none     none     none     27615     -NA-     -NA-     -NA-     -NA-     -NA-    1.020
2001    none     none     none     none     27978     -NA-     -NA-     -NA-     -NA-     -NA-    1.118
2002    none     none     none     none     33489     -NA-     -NA-     -NA-     -NA-     -NA-    1.012
Average Magnitudes                                                                       0.000    0.097

ESCAPEMENT CALIBRATION FOR LYF
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none       500     -NA-     -NA-     -NA-     -NA-     -NA-    1.165
1980    none     none     none     none       450     -NA-     -NA-     -NA-     -NA-     -NA-    0.903
1981    none     none     none     none       340     -NA-     -NA-     -NA-     -NA-     -NA-    0.972
1982    none     none     none     none       720     -NA-     -NA-     -NA-     -NA-     -NA-    0.717
1983    none     none     none     none       428     -NA-     -NA-     -NA-     -NA-     -NA-    1.096
1984    none     none     none     none       324     -NA-     -NA-     -NA-     -NA-     -NA-    1.741
1985    none     none     none     none       438     -NA-     -NA-     -NA-     -NA-     -NA-    0.871
1986    none     none     none     none       449     -NA-     -NA-     -NA-     -NA-     -NA-    0.772
1987    none     none     none     none       253     -NA-     -NA-     -NA-     -NA-     -NA-    1.446
1988    none     none     none     none       368     -NA-     -NA-     -NA-     -NA-     -NA-    0.733
1989    none     none     none     none       295     -NA-     -NA-     -NA-     -NA-     -NA-    0.942
1990    none     none     none     none        78     -NA-     -NA-     -NA-     -NA-     -NA-    2.865
1991    none     none     none     none       318     -NA-     -NA-     -NA-     -NA-     -NA-    0.734
1992    none     none     none     none       549     -NA-     -NA-     -NA-     -NA-     -NA-    0.987
1993    none     none     none     none       742     -NA-     -NA-     -NA-     -NA-     -NA-    0.798
1994    none     none     none     none       406     -NA-     -NA-     -NA-     -NA-     -NA-    1.197
1995    none     none     none     none       350     -NA-     -NA-     -NA-     -NA-     -NA-    1.147
1996    none     none     none     none       639     -NA-     -NA-     -NA-     -NA-     -NA-    0.861
1997    none     none     none     none       797     -NA-     -NA-     -NA-     -NA-     -NA-    0.817
1998    none     none     none     none       306     -NA-     -NA-     -NA-     -NA-     -NA-    1.977
1999    none     none     none     none       905     -NA-     -NA-     -NA-     -NA-     -NA-    0.791
2000    none     none     none     none       900     -NA-     -NA-     -NA-     -NA-     -NA-    1.477
2001    none     none     none     none      2652     -NA-     -NA-     -NA-     -NA-     -NA-    0.892
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.318

TERMINAL RUN CALIBRATION FOR MCB
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1980    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1981    none       300     4100      100     4500     -NA-    4.790    0.962    1.000    0.288    1.218
1982    none      2700     4200     1900     8800     -NA-    1.476    0.752    1.083    0.282    1.046
1983    none      2700    10100     1700    14500     -NA-    0.923    0.865    0.944    0.115    0.885
1984    none       900     6200     4600    11700     -NA-    0.925    0.890    1.016    0.071    0.942
1985    none      1000     2400     2300     5700     -NA-    3.196    0.842    1.388    0.608    1.475
1986    none      7200     9300      800    17300     -NA-    1.543    0.877    1.560    0.318    1.186
1987    none     13600    37500     5900    57000     -NA-    1.733    0.763    0.822    0.350    1.000
1988    none      7400    58500    12000    77900     -NA-    1.794    1.074    1.417    0.195    1.195
1989    none      9500    33200    50500    93200     -NA-    1.123    1.040    0.717    0.180    0.873
1990    none      4600    26700    27600    58900     -NA-    1.065    1.011    0.739    0.132    0.888
1991    none      6100    12700    16600    35400     -NA-    0.984    0.979    0.910    0.053    0.947
1992    none      6400    17500     7300    31200     -NA-    1.035    0.899    0.993    0.065    0.949
1993    none      4900    15500     7100    27500     -NA-    1.551    1.066    1.262    0.203    1.203
1994    none      3100    19800    10900    33800     -NA-    1.321    0.993    0.885    0.070    0.989
1995    none      9300     9900    15000    34200     -NA-    0.807    1.146    0.829    0.170    0.915
1996    none     23100    26500    10000    59600     -NA-    0.669    0.856    0.759    0.232    0.768
1997    none      4600    46300     7900    58800     -NA-    1.041    0.901    1.711    0.177    1.021
1998    none      8800    15300    12700    36800     -NA-    1.192    0.874    1.963    0.431    1.326
1999    none     10200    33900     6700    50800     -NA-    0.480    0.904    1.260    0.203    0.866
2000    none      6000    12900    18200    37100     -NA-    1.444    1.128    1.086    0.159    1.159
2001    none     31200    29100     6100    66400     -NA-    0.826    0.907    1.597    0.177    0.932
2002    none     15600    64700    15900    96200     -NA-    1.003    1.089    1.005    0.061    1.061
Average Magnitudes                                                                       0.206    0.133

Age-Statistc            Total-Stats 
Stock Group    0206B.OP7   0206B.OP7
========================
AKS              0.41719     0.14753
NTH              0.00000     0.06251
FRE              0.00000     0.08809
FRL              0.19578     0.11275
GSQ              0.25523     0.20957
GST              0.34523     0.16117
GSH              0.31359     0.15208
NKF              0.00000     0.13227
PSN              0.00000     0.11329
NKS              0.00000     0.13607
SKG              0.32156     0.16869
STL              0.00000     0.16364
SNO              0.00000     0.10762
WCH              0.00000     0.14145
URB              0.23821     0.09771
SPR              0.26682     0.10106
LRW              0.28276     0.12103
WSH              0.13110     0.08962
CWS              0.25204     0.13924
SUM              0.00000     0.09721
ORC              0.24798     0.15739
WCN              0.00000     0.09712
LYF              0.00000     0.31828
MCB              0.20635     0.13343
