

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0206B    |0206B   
COMPARISON FOR ADULTS ONLY

       Calib   0206B    |0206B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979   118700    118530 |   0.999
1980   105600     86134 |   0.816
1981    94800    111654 |   1.178
1982   139400    152592 |   1.095
1983    88100    112525 |   1.277
1984   102500     89520 |   0.873
1985   111000    120102 |   1.082
1986   154800    198685 |   1.283
1987   344000    443169 |   1.288
1988   309900    201292 |   0.650
1989   131000     77342 |   0.590
1990    59900     62500 |   1.043
1991    62700     68974 |   1.100
1992    62600     61512 |   0.983
1993    52300     59420 |   1.136
1994    53600     39043 |   0.728
1995    46300     59434 |   1.284
1996    75500     67346 |   0.892
1997    57400     56742 |   0.989
1998    45300     36304 |   0.801
1999    37300     37929 |   1.017
2000    27000     39484 |   1.462
2001    94200    111177 |   1.180
2002   137600    100401 |   0.730

TERMINAL RUN CALIBRATION FOR LRW
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0206B    |0206B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    32700     29623 |   0.906
1980    38800     33724 |   0.869
1981    25000     30027 |   1.201
1982    13100     16093 |   1.228
1983    16800     16732 |   0.996
1984    13300     11574 |   0.870
1985    13200     14318 |   1.085
1986    24400     20293 |   0.832
1987    37900     39761 |   1.049
1988    41800     35129 |   0.840
1989    38700     46725 |   1.207
1990    20300     21746 |   1.071
1991    19800     16625 |   0.840
1992    12500     11497 |   0.920
1993    13400     13589 |   1.014
1994    12100     11683 |   0.966
1995    16000     20148 |   1.259
1996    14600     13467 |   0.922
1997    12300     13614 |   1.107
1998     7200      6954 |   0.966
1999     3400      4674 |   1.375
2000    10200      8450 |   0.828
2001    15700     16075 |   1.024
2002    18200     18910 |   1.039

TERMINAL RUN CALIBRATION FOR WSH
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0206B    |0206B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    48626     46175 |   0.950
1980    43067     56724 |   1.317
1981    57227     54201 |   0.947
1982    77079     73673 |   0.956
1983    61220     54262 |   0.886
1984    85636     86682 |   1.012
1985    68342     71245 |   1.042
1986    71586     66301 |   0.926
1987    94853     94625 |   0.998
1988   119019    124497 |   1.046
1989   112549    114964 |   1.021
1990   131339    109760 |   0.836
1991   109454    137765 |   1.259
1992    82824     76475 |   0.923
1993    68318     65059 |   0.952
1994    52604     51404 |   0.977
1995    43364     49755 |   1.147
1996    37335     29818 |   0.799
1997    39582     42547 |   1.075
1998    47282     51819 |   1.096
1999    55801     48875 |   0.876
2000    55900     61341 |   1.097
2001    84000     83338 |   0.992
2002    77434     73151 |   0.945

TERMINAL RUN CALIBRATION FOR CWS
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0206B    |0206B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    19810     23003 |   1.161
1980    28491     27546 |   0.967
1981    34150     35361 |   1.035
1982    31646     27921 |   0.882
1983    29876     27765 |   0.929
1984    29515     27409 |   0.929
1985    14365     18092 |   1.259
1986    16661     19596 |   1.176
1987    36951     35120 |   0.950
1988    24892     30103 |   1.209
1989    22329     20908 |   0.936
1990    18841     17789 |   0.944
1991    19892     16694 |   0.839
1992    18339     20626 |   1.125
1993    18908     16909 |   0.894
1994     7421      9946 |   1.340
1995     6658      4207 |   0.632
1996     4150      4776 |   1.151
1997     4641      4333 |   0.934
1998     3064      3875 |   1.265
1999     4801      4139 |   0.862
2000     5598      6247 |   1.116
2001     5508      5414 |   0.983
2002     6800      5534 |   0.814

TERMINAL RUN CALIBRATION FOR WCN
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0206B    |0206B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    25800     30923 |   1.199
1980    39900     33687 |   0.844
1981    32502     33573 |   1.033
1982    36251     32768 |   0.904
1983    22530     31651 |   1.405
1984    42047     34476 |   0.820
1985    33140     40452 |   1.221
1986    51719     52217 |   1.010
1987    71455     65174 |   0.912
1988    79739     78826 |   0.989
1989    92938     80338 |   0.864
1990    75332     73042 |   0.970
1991    49354     59859 |   1.213
1992    51524     53252 |   1.034
1993    48508     48608 |   1.002
1994    47364     45314 |   0.957
1995    45669     46394 |   1.016
1996    53030     50796 |   0.958
1997    44228     43121 |   0.975
1998    36718     35748 |   0.974
1999    24785     30123 |   1.215
2000    27615     28177 |   1.020
2001    27978     31272 |   1.118
2002    33489     33902 |   1.012

TERMINAL RUN CALIBRATION FOR MCB
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0206B    |0206B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979        0       137 | - NA - 
1980        0      2073 | - NA - 
1981     4500      5480 |   1.218
1982     8800      9201 |   1.046
1983    14500     12835 |   0.885
1984    11700     11025 |   0.942
1985     5700      8407 |   1.475
1986    17300     20518 |   1.186
1987    57000     57012 |   1.000
1988    77900     93122 |   1.195
1989    93200     81410 |   0.873
1990    58900     52275 |   0.888
1991    35400     33540 |   0.947
1992    31200     29605 |   0.949
1993    27500     33088 |   1.203
1994    33800     33414 |   0.989
1995    34200     31281 |   0.915
1996    59600     45748 |   0.768
1997    58800     60011 |   1.021
1998    36800     48795 |   1.326
1999    50800     43988 |   0.866
2000    37100     42982 |   1.159
2001    66400     61903 |   0.932
2002    96200    102085 |   1.061


ESCAPEMENT COMPARISONS
**********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




ESCAPEMENT CALIBRATION FOR AKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     5972      9085 |   1.521
1980     8919      9073 |   1.017
1981     7858     11644 |   1.482
1982    13060      9484 |   0.726
1983    13369     14384 |   1.076
1984    17760     17583 |   0.990
1985    16501     20950 |   1.270
1986    28791     21740 |   0.755
1987    25459     20644 |   0.811
1988    17207     22391 |   1.301
1989    15087     14623 |   0.969
1990    10319      9952 |   0.964
1991     8427      9586 |   1.138
1992     8977      7904 |   0.880
1993    10949     11069 |   1.011
1994    10027     10287 |   1.026
1995     8769      8811 |   1.005
1996     9416      7924 |   0.842
1997     7070      7455 |   1.054
1998     9606      7069 |   0.736
1999    12654     13306 |   1.052
2000    15909     17471 |   1.098
2001    21226     20883 |   0.984
2002        0     15650 | - NA - 

ESCAPEMENT CALIBRATION FOR FRL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979   126879    134794 |   1.062
1980   126457    107096 |   0.847
1981   106664     94737 |   0.888
1982   116429    113558 |   0.975
1983   100829    115102 |   1.142
1984   121041     98402 |   0.813
1985   176444    160702 |   0.911
1986   167064    189405 |   1.134
1987    96309    111358 |   1.156
1988    49828     60362 |   1.211
1989    78018     77741 |   0.996
1990   179170    186476 |   1.041
1991   100064    104281 |   1.042
1992   168635    176581 |   1.047
1993   139180    128840 |   0.926
1994   106061    100009 |   0.943
1995    60441     73028 |   1.208
1996    62189     53656 |   0.863
1997   153326    112768 |   0.735
1998   269647    300079 |   1.113
1999   184099    183607 |   0.997
2000   120744    148584 |   1.231
2001   141196    147449 |   1.044
2002   160100    132946 |   0.830

ESCAPEMENT CALIBRATION FOR GSQ
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    13916     12083 |   0.868
1980     7476     10654 |   1.425
1981    10965     12500 |   1.140
1982    13851     10468 |   0.756
1983    13684     11874 |   0.868
1984     9009      9992 |   1.109
1985    10428     12301 |   1.180
1986    25778     23249 |   0.902
1987    27800     20536 |   0.739
1988    16140     21276 |   1.318
1989    21650     21898 |   1.011
1990    17680     14467 |   0.818
1991    13291     18235 |   1.372
1992    16917     13005 |   0.769
1993     4170      8730 |   2.094
1994     3770      5298 |   1.405
1995     9400      8569 |   0.912
1996     7500      9088 |   1.212
1997    10210     10385 |   1.017
1998    14450     13370 |   0.925
1999    16142     16270 |   1.008
2000    22523     23679 |   1.051
2001    35620     34420 |   0.966
2002        0     41492 | - NA - 

ESCAPEMENT CALIBRATION FOR GST
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    11210     10903 |   0.973
1980    10519     12241 |   1.164
1981     7607      8450 |   1.111
1982     6657      5741 |   0.862
1983     6861      5950 |   0.867
1984     8861      6815 |   0.769
1985     5242      6745 |   1.287
1986     3776      5086 |   1.347
1987     3781      5259 |   1.391
1988     7930      6108 |   0.770
1989     8077      7124 |   0.882
1990     7627      9078 |   1.190
1991     8510      9936 |   1.168
1992    12076     10817 |   0.896
1993     9077      6796 |   0.749
1994     7964      8428 |   1.058
1995    19047     17044 |   0.895
1996    17103     15923 |   0.931
1997    11892     11920 |   1.002
1998     9319     11236 |   1.206
1999     9233      8363 |   0.906
2000     8119      9304 |   1.146
2001     8836     10053 |   1.138
2002        0      8833 | - NA - 

ESCAPEMENT CALIBRATION FOR NKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979        0     71359 | - NA - 
1980     1821      1761 |   0.967
1981     1549      1337 |   0.863
1982      479       740 |   1.545
1983      510       584 |   1.145
1984      689       695 |   1.009
1985      946       817 |   0.864
1986      679       727 |   1.071
1987      638       644 |   1.009
1988        0       658 | - NA - 
1989        0       740 | - NA - 
1990        0       833 | - NA - 
1991        0       705 | - NA - 
1992        0       676 | - NA - 
1993        0       668 | - NA - 
1994        0       832 | - NA - 
1995        0       891 | - NA - 
1996        0       784 | - NA - 
1997        0       877 | - NA - 
1998        0      1193 | - NA - 
1999        0      1272 | - NA - 
2000        0      1334 | - NA - 
2001        0      1317 | - NA - 
2002        0      1216 | - NA - 

ESCAPEMENT CALIBRATION FOR STL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     1042       982 |   0.942
1980      821       831 |   1.012
1981      630       718 |   1.140
1982      773       621 |   0.803
1983      387       529 |   1.367
1984      374       635 |   1.698
1985     1409      1107 |   0.786
1986     1277      1262 |   0.988
1987     1321      1193 |   0.903
1988      717       903 |   1.259
1989      811       819 |   1.010
1990      842      1049 |   1.246
1991     1632      1201 |   0.736
1992      780      1025 |   1.314
1993      928       906 |   0.976
1994      954       916 |   0.960
1995      822      1036 |   1.260
1996     1384      1153 |   0.833
1997     1156      1236 |   1.069
1998     1544      1380 |   0.894
1999     1098      1270 |   1.157
2000     1457      1342 |   0.921
2001     1360      1478 |   1.087
2002     1449      1372 |   0.947

ESCAPEMENT CALIBRATION FOR SUM
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    23261     23958 |   1.030
1980    21328     18919 |   0.887
1981    15504     16621 |   1.072
1982    13019     12790 |   0.982
1983    11239     11352 |   1.010
1984    15405     16979 |   1.102
1985    17373     15148 |   0.872
1986    16189     20941 |   1.294
1987    21568     16504 |   0.765
1988    18662     19359 |   1.037
1989    22578     20858 |   0.924
1990    17241     18565 |   1.077
1991    12913     13129 |   1.017
1992     9852     11553 |   1.173
1993    14275     13481 |   0.944
1994    14474     13397 |   0.926
1995    11909     12021 |   1.009
1996    10763     12649 |   1.175
1997    12741     11108 |   0.872
1998    13255     15141 |   1.142
1999    20318     20168 |   0.993
2000    23002     28541 |   1.241
2001    54521     55803 |   1.024
2002    77700     70290 |   0.905

ESCAPEMENT CALIBRATION FOR ORC
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    56400     77026 |   1.366
1980    57148     60790 |   1.064
1981    54482     52344 |   0.961
1982    59480     48024 |   0.807
1983    40116     42511 |   1.060
1984    80215     84312 |   1.051
1985    94881     67494 |   0.711
1986   101373     89806 |   0.886
1987    89041    123826 |   1.391
1988   147540    132910 |   0.901
1989    88592     71501 |   0.807
1990    68032     79279 |   1.165
1991    74954     79945 |   1.067
1992    88747     87147 |   0.982
1993    44134     57009 |   1.292
1994    86139     92970 |   1.079
1995    81195     95305 |   1.174
1996    92624     66318 |   0.716
1997    58542     66471 |   1.135
1998    65086     57832 |   0.889
1999    66039     61204 |   0.927
2000    52889     71160 |   1.345
2001   100548     84074 |   0.836
2002    73914     73055 |   0.988

ESCAPEMENT CALIBRATION FOR LYF
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0206B    |0206B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979      500       582 |   1.164
1980      450       406 |   0.902
1981      340       330 |   0.971
1982      720       516 |   0.717
1983      428       469 |   1.096
1984      324       564 |   1.741
1985      438       382 |   0.872
1986      449       347 |   0.773
1987      253       366 |   1.447
1988      368       270 |   0.734
1989      295       278 |   0.942
1990       78       223 |   2.859
1991      318       234 |   0.736
1992      549       542 |   0.987
1993      742       592 |   0.798
1994      406       486 |   1.197
1995      350       401 |   1.146
1996      639       550 |   0.861
1997      797       651 |   0.817
1998      306       605 |   1.977
1999      905       716 |   0.791
2000      900      1329 |   1.477
2001     2652      2365 |   0.892
2002        0      2066 | - NA - 


MATURATION RATE COMPARISONS
***************************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




MATURATION RATE COMPARISON FOR STOCK      AKS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.121194  0.648661


MATURATION RATE COMPARISON FOR STOCK      NTH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.144717  0.690050


MATURATION RATE COMPARISON FOR STOCK      FRE
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.144643  0.685963


MATURATION RATE COMPARISON FOR STOCK      FRL
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.057327  0.708704


MATURATION RATE COMPARISON FOR STOCK      RBH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.320424  0.728979


MATURATION RATE COMPARISON FOR STOCK      RBT
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.320424  0.728979


MATURATION RATE COMPARISON FOR STOCK      GSQ
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.009538  0.245884


MATURATION RATE COMPARISON FOR STOCK      GST
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.225119  0.920816


MATURATION RATE COMPARISON FOR STOCK      GSH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.225119  0.920816


MATURATION RATE COMPARISON FOR STOCK      NKF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.139901  0.868322


MATURATION RATE COMPARISON FOR STOCK      PSF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.135786  0.808293


MATURATION RATE COMPARISON FOR STOCK      PSN
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.142677  0.807476


MATURATION RATE COMPARISON FOR STOCK      PSY
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.130783  0.649529


MATURATION RATE COMPARISON FOR STOCK      NKS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.367081  0.905138


MATURATION RATE COMPARISON FOR STOCK      SKG
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.191148  0.808502


MATURATION RATE COMPARISON FOR STOCK      STL
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.219126  0.889392


MATURATION RATE COMPARISON FOR STOCK      SNO
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.147384  0.738822


MATURATION RATE COMPARISON FOR STOCK      WCH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.192404  0.590330


MATURATION RATE COMPARISON FOR STOCK      URB
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.109854  0.542239


MATURATION RATE COMPARISON FOR STOCK      SPR
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.600385  0.953023


MATURATION RATE COMPARISON FOR STOCK      BON
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.390027  0.987760


MATURATION RATE COMPARISON FOR STOCK      CWF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.126515  0.815950


MATURATION RATE COMPARISON FOR STOCK      LRW
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.109446  0.658865


MATURATION RATE COMPARISON FOR STOCK      WSH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.511695  0.933249


MATURATION RATE COMPARISON FOR STOCK      CWS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.658547  0.990353


MATURATION RATE COMPARISON FOR STOCK      SUM
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.023920  0.496548


MATURATION RATE COMPARISON FOR STOCK      ORC
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.169297  0.480442


MATURATION RATE COMPARISON FOR STOCK      WCN
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.213325  0.539080


MATURATION RATE COMPARISON FOR STOCK      LYF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.204506  0.649961


MATURATION RATE COMPARISON FOR STOCK      MCB
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0206B.OP7   0.109854  0.542239



Stock EV COMPARISONS
********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




EV SCALAR COMPARISONS FOR STOCK           AKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.2794 |
1980   1.4161 |
1981   1.4921 |
1982   1.5857 |
1983   1.7835 |
1984   1.2904 |
1985   0.9666 |
1986   0.5450 |
1987   0.7822 |
1988   0.7637 |
1989   0.8423 |
1990   0.5542 |
1991   0.6602 |
1992   0.7887 |
1993   0.6073 |
1994   0.9011 |
1995   0.8400 |
1996   1.2824 |
1997   1.7169 |
1998   0.9007 |
1999   1.1282 |
2000   1.1282 |
2001   1.1282 |
2002   1.1282 |

EV SCALAR COMPARISONS FOR STOCK           NTH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.0292 |
1980   1.0497 |
1981   1.2250 |
1982   1.2752 |
1983   1.1858 |
1984   1.1777 |
1985   1.1333 |
1986   1.0538 |
1987   1.0459 |
1988   1.1178 |
1989   1.0803 |
1990   0.8854 |
1991   0.8155 |
1992   1.0977 |
1993   0.9461 |
1994   0.8208 |
1995   1.0003 |
1996   1.1384 |
1997   1.2803 |
1998   1.3249 |
1999   1.1129 |
2000   1.1129 |
2001   1.1129 |
2002   1.1129 |

EV SCALAR COMPARISONS FOR STOCK           FRE
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.8492 |
1980   1.0863 |
1981   1.4997 |
1982   1.5493 |
1983   1.0534 |
1984   0.9220 |
1985   0.8247 |
1986   0.7715 |
1987   0.6939 |
1988   0.5869 |
1989   0.7512 |
1990   0.7559 |
1991   0.7933 |
1992   0.9161 |
1993   1.1743 |
1994   0.9125 |
1995   0.6298 |
1996   0.6245 |
1997   0.8836 |
1998   1.0260 |
1999   0.8153 |
2000   0.8153 |
2001   0.8153 |
2002   0.8153 |

EV SCALAR COMPARISONS FOR STOCK           FRL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   6.1164 |
1980   5.2535 |
1981   6.8431 |
1982   7.1627 |
1983   2.6089 |
1984   1.7827 |
1985   0.9907 |
1986   8.9459 |
1987   1.9960 |
1988   5.5330 |
1989   3.8300 |
1990   5.4548 |
1991   0.5634 |
1992   1.7188 |
1993   1.6348 |
1994   4.8163 |
1995   0.9098 |
1996   3.0834 |
1997   1.3506 |
1998   5.8481 |
1999   4.0073 |
2000   3.0398 |
2001   3.0398 |
2002   3.0398 |

EV SCALAR COMPARISONS FOR STOCK           RBH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.2328 |
1980   0.9592 |
1981   0.5564 |
1982   0.5046 |
1983   0.1092 |
1984   0.8457 |
1985   0.8031 |
1986   1.5856 |
1987   1.8306 |
1988   1.5927 |
1989   1.8588 |
1990   1.3264 |
1991   0.1333 |
1992   0.0554 |
1993   0.4935 |
1994   0.8454 |
1995   0.1856 |
1996   0.1090 |
1997   0.0783 |
1998   0.5071 |
1999   0.5485 |
2000   0.2857 |
2001   0.2857 |
2002   0.2857 |

EV SCALAR COMPARISONS FOR STOCK           RBT
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.2328 |
1980   0.9592 |
1981   0.5564 |
1982   0.5046 |
1983   0.1092 |
1984   0.8457 |
1985   0.8031 |
1986   1.5856 |
1987   1.8306 |
1988   1.5927 |
1989   1.8588 |
1990   1.3264 |
1991   0.1333 |
1992   0.0554 |
1993   0.4935 |
1994   0.8454 |
1995   0.1856 |
1996   0.1090 |
1997   0.0783 |
1998   0.5071 |
1999   0.5485 |
2000   0.2857 |
2001   0.2857 |
2002   0.2857 |

EV SCALAR COMPARISONS FOR STOCK           GSQ
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.8997 |
1980   1.0536 |
1981   1.8989 |
1982   2.2264 |
1983   0.9181 |
1984   2.1898 |
1985   0.5375 |
1986   1.1238 |
1987   0.6592 |
1988   0.7038 |
1989   0.1740 |
1990   0.3931 |
1991   0.3128 |
1992   0.3888 |
1993   0.6575 |
1994   0.9119 |
1995   0.7924 |
1996   1.0451 |
1997   1.3742 |
1998   2.5962 |
1999   1.3440 |
2000   1.3440 |
2001   1.3440 |
2002   1.3440 |

EV SCALAR COMPARISONS FOR STOCK           GST
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.3106 |
1980   0.7826 |
1981   1.7631 |
1982   0.9107 |
1983   0.5917 |
1984   0.7931 |
1985   0.5236 |
1986   1.2106 |
1987   0.6589 |
1988   1.2827 |
1989   0.7230 |
1990   0.5670 |
1991   0.6093 |
1992   1.3267 |
1993   0.8149 |
1994   0.5273 |
1995   0.2195 |
1996   0.2820 |
1997   0.2321 |
1998   0.4238 |
1999   0.3370 |
2000   0.3370 |
2001   0.3370 |
2002   0.3370 |

EV SCALAR COMPARISONS FOR STOCK           GSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.1331 |
1980   0.6659 |
1981   1.9023 |
1982   1.6099 |
1983   0.6725 |
1984   0.3276 |
1985   0.2506 |
1986   0.5194 |
1987   0.3611 |
1988   0.6991 |
1989   0.3595 |
1990   0.3824 |
1991   0.2937 |
1992   0.3905 |
1993   0.4764 |
1994   0.5246 |
1995   0.3384 |
1996   0.4308 |
1997   0.3338 |
1998   0.6255 |
1999   0.4506 |
2000   0.4506 |
2001   0.4506 |
2002   0.4506 |

EV SCALAR COMPARISONS FOR STOCK           NKF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   2.5944 |
1980   3.1172 |
1981   3.1119 |
1982   1.7175 |
1983   1.1278 |
1984   1.3067 |
1985   1.7638 |
1986   1.5810 |
1987   1.2763 |
1988   0.9859 |
1989   0.6888 |
1990   0.6329 |
1991   0.3543 |
1992   0.6844 |
1993   0.4195 |
1994   0.4391 |
1995   0.5102 |
1996   0.5719 |
1997   0.5899 |
1998   1.0254 |
1999   1.3104 |
2000   0.8016 |
2001   0.8016 |
2002   0.8016 |

EV SCALAR COMPARISONS FOR STOCK           PSF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.5668 |
1980   0.6649 |
1981   0.5385 |
1982   0.5140 |
1983   0.5986 |
1984   0.5866 |
1985   0.6763 |
1986   0.6185 |
1987   0.3593 |
1988   0.2539 |
1989   0.2069 |
1990   0.2997 |
1991   0.5111 |
1992   0.6002 |
1993   0.5081 |
1994   0.2964 |
1995   0.2960 |
1996   0.3145 |
1997   0.3608 |
1998   0.4846 |
1999   0.5958 |
2000   0.4104 |
2001   0.4104 |
2002   0.4104 |

EV SCALAR COMPARISONS FOR STOCK           PSN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.9617 |
1980   1.0789 |
1981   1.1662 |
1982   1.4194 |
1983   1.6704 |
1984   1.6853 |
1985   1.7266 |
1986   1.9148 |
1987   1.3246 |
1988   0.9248 |
1989   0.7485 |
1990   0.7825 |
1991   0.8648 |
1992   0.8676 |
1993   0.6886 |
1994   0.5674 |
1995   0.5441 |
1996   0.4338 |
1997   0.3698 |
1998   0.4555 |
1999   0.5640 |
2000   0.4734 |
2001   0.4734 |
2002   0.4734 |

EV SCALAR COMPARISONS FOR STOCK           PSY
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.5668 |
1980   0.6649 |
1981   0.5385 |
1982   0.5140 |
1983   0.5986 |
1984   0.5866 |
1985   0.6763 |
1986   0.6185 |
1987   0.3593 |
1988   0.2539 |
1989   0.2069 |
1990   0.2997 |
1991   0.5111 |
1992   0.6002 |
1993   0.5081 |
1994   0.2964 |
1995   0.2960 |
1996   0.3145 |
1997   0.3608 |
1998   0.4846 |
1999   0.5958 |
2000   0.4104 |
2001   0.4104 |
2002   0.4104 |

EV SCALAR COMPARISONS FOR STOCK           NKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.4899 |
1980   0.2169 |
1981   0.3880 |
1982   0.2737 |
1983   0.3424 |
1984   0.4007 |
1985   0.3243 |
1986   0.3243 |
1987   0.3243 |
1988   0.3243 |
1989   0.3243 |
1990   0.3243 |
1991   0.3243 |
1992   0.3243 |
1993   0.3243 |
1994   0.3243 |
1995   0.3243 |
1996   0.3243 |
1997   0.3243 |
1998   0.3243 |
1999   0.3243 |
2000   0.3243 |
2001   0.3243 |
2002   0.3243 |

EV SCALAR COMPARISONS FOR STOCK           SKG
-------------------------------------------------
