"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"764","Georgia Strait Freshwater Net",1979,NA,429.78,NA,NA
"765","Georgia Strait Freshwater Net",1980,NA,425.67,NA,NA
"766","Georgia Strait Freshwater Net",1981,NA,300.8,NA,NA
"767","Georgia Strait Freshwater Net",1982,NA,245.81,NA,NA
"768","Georgia Strait Freshwater Net",1983,NA,132.92,NA,NA
"769","Georgia Strait Freshwater Net",1984,NA,71.95,NA,NA
"770","Georgia Strait Freshwater Net",1985,NA,378.51,NA,NA
"771","Georgia Strait Freshwater Net",1986,NA,333.41,NA,NA
"772","Georgia Strait Freshwater Net",1987,NA,360.29,NA,NA
"773","Georgia Strait Freshwater Net",1988,NA,119.2,NA,NA
"774","Georgia Strait Freshwater Net",1989,NA,242.52,NA,NA
"775","Georgia Strait Freshwater Net",1990,NA,259.42,NA,NA
"776","Georgia Strait Freshwater Net",1991,NA,83.84,NA,NA
"777","Georgia Strait Freshwater Net",1992,NA,61,NA,NA
"778","Georgia Strait Freshwater Net",1993,NA,39.32,NA,NA
"779","Georgia Strait Freshwater Net",1994,NA,95.87,NA,NA
"780","Georgia Strait Freshwater Net",1995,NA,112.87,NA,NA
"781","Georgia Strait Freshwater Net",1996,NA,149.6,NA,NA
"782","Georgia Strait Freshwater Net",1997,NA,36.36,NA,NA
"783","Georgia Strait Freshwater Net",1998,NA,295.01,NA,NA
"784","Georgia Strait Freshwater Net",1999,NA,45.24,NA,NA
"785","Georgia Strait Freshwater Net",2000,NA,30.45,NA,NA
"786","Georgia Strait Freshwater Net",2001,NA,204.2,NA,NA
"787","Georgia Strait Freshwater Net",2002,NA,381.28,NA,NA
"788","Georgia Strait Freshwater Net",2003,NA,203.65,NA,NA
"789","Georgia Strait Freshwater Net",2004,NA,119.57,NA,NA
"790","Georgia Strait Freshwater Net",2005,NA,268.3,NA,NA
"791","Georgia Strait Freshwater Net",2006,NA,181.07,NA,NA
"792","Georgia Strait Freshwater Net",2007,NA,74.7,NA,NA
"793","Georgia Strait Freshwater Net",2008,NA,199.84,NA,NA
"794","Georgia Strait Freshwater Net",2009,NA,236.77,NA,NA
"795","Georgia Strait Freshwater Net",2010,NA,160.69,NA,NA
"796","Georgia Strait Freshwater Net",2011,NA,98.94,NA,NA
"797","Georgia Strait Freshwater Net",2012,NA,419.03,NA,NA
"798","Georgia Strait Freshwater Net",2013,NA,69.07,NA,NA
"799","Georgia Strait Freshwater Net",2014,NA,93.56,NA,NA
"800","Georgia Strait Freshwater Net",2015,NA,67.93,NA,NA
"801","Georgia Strait Freshwater Net",2016,NA,89.1,NA,NA
"802","Fraser Freshwater Net",1979,NA,0,NA,NA
"803","Fraser Freshwater Net",1980,NA,0,NA,NA
"804","Fraser Freshwater Net",1981,NA,0,NA,NA
"805","Fraser Freshwater Net",1982,NA,0,NA,NA
"806","Fraser Freshwater Net",1983,NA,0,NA,NA
"807","Fraser Freshwater Net",1984,NA,0,NA,NA
"808","Fraser Freshwater Net",1985,NA,0,NA,NA
"809","Fraser Freshwater Net",1986,NA,0,NA,NA
"8101","Fraser Freshwater Net",1987,NA,0,NA,NA
"8111","Fraser Freshwater Net",1988,NA,0,NA,NA
"8121","Fraser Freshwater Net",1989,NA,0,NA,NA
"8131","Fraser Freshwater Net",1990,NA,0,NA,NA
"8141","Fraser Freshwater Net",1991,NA,0,NA,NA
"8151","Fraser Freshwater Net",1992,NA,0,NA,NA
"8161","Fraser Freshwater Net",1993,NA,0,NA,NA
"8171","Fraser Freshwater Net",1994,NA,0,NA,NA
"8181","Fraser Freshwater Net",1995,NA,0,NA,NA
"8191","Fraser Freshwater Net",1996,NA,0,NA,NA
"8201","Fraser Freshwater Net",1997,NA,0,NA,NA
"8211","Fraser Freshwater Net",1998,NA,0,NA,NA
"8221","Fraser Freshwater Net",1999,NA,0,NA,NA
"8231","Fraser Freshwater Net",2000,NA,0,NA,NA
"8241","Fraser Freshwater Net",2001,NA,0,NA,NA
"8251","Fraser Freshwater Net",2002,NA,0,NA,NA
"8261","Fraser Freshwater Net",2003,NA,0,NA,NA
"8271","Fraser Freshwater Net",2004,NA,0,NA,NA
"828","Fraser Freshwater Net",2005,NA,0,NA,NA
"829","Fraser Freshwater Net",2006,NA,0,NA,NA
"830","Fraser Freshwater Net",2007,NA,0,NA,NA
"831","Fraser Freshwater Net",2008,NA,0,NA,NA
"832","Fraser Freshwater Net",2009,NA,0,NA,NA
"833","Fraser Freshwater Net",2010,NA,0,NA,NA
"834","Fraser Freshwater Net",2011,NA,0,NA,NA
"835","Fraser Freshwater Net",2012,NA,0,NA,NA
"836","Fraser Freshwater Net",2013,NA,0,NA,NA
"837","Fraser Freshwater Net",2014,NA,0,NA,NA
"838","Fraser Freshwater Net",2015,NA,0,NA,NA
"839","Fraser Freshwater Net",2016,NA,0,NA,NA
"840","Puget Sound Freshwater Net",1979,15163,60675.33,NA,NA
"841","Puget Sound Freshwater Net",1980,8514,66874.48,NA,NA
"842","Puget Sound Freshwater Net",1981,12978,62936.14,NA,NA
"843","Puget Sound Freshwater Net",1982,19975,64820.53,NA,NA
"844","Puget Sound Freshwater Net",1983,16799,63577.79,NA,NA
"845","Puget Sound Freshwater Net",1984,17227,73690.23,NA,NA
"846","Puget Sound Freshwater Net",1985,19722,82125.03,NA,NA
"847","Puget Sound Freshwater Net",1986,20249,72996.71,NA,NA
"848","Puget Sound Freshwater Net",1987,27821,58741.51,NA,NA
"849","Puget Sound Freshwater Net",1988,21912,55642.14,NA,NA
"850","Puget Sound Freshwater Net",1989,32579,66713.61,NA,NA
"851","Puget Sound Freshwater Net",1990,32166,70113.89,NA,NA
"852","Puget Sound Freshwater Net",1991,22482,49221.77,NA,NA
"853","Puget Sound Freshwater Net",1992,11279,34412.36,NA,NA
"854","Puget Sound Freshwater Net",1993,13589,32536.24,NA,NA
"855","Puget Sound Freshwater Net",1994,16999,34922.69,NA,NA
"856","Puget Sound Freshwater Net",1995,21331,36751.18,NA,NA
"857","Puget Sound Freshwater Net",1996,16900,39896.8,NA,NA
"858","Puget Sound Freshwater Net",1997,11524,42527.53,NA,NA
"859","Puget Sound Freshwater Net",1998,14212,47878.74,NA,NA
"860","Puget Sound Freshwater Net",1999,24535,50163.27,NA,NA
"861","Puget Sound Freshwater Net",2000,16109,50017.64,NA,NA
"862","Puget Sound Freshwater Net",2001,34585,63362.55,NA,NA
"863","Puget Sound Freshwater Net",2002,35156,62977.83,NA,NA
"864","Puget Sound Freshwater Net",2003,27798,52282.32,NA,NA
"865","Puget Sound Freshwater Net",2004,29026,44360.72,NA,NA
"866","Puget Sound Freshwater Net",2005,20729,46338.05,NA,NA
"867","Puget Sound Freshwater Net",2006,38403,58026.91,NA,NA
"868","Puget Sound Freshwater Net",2007,54536,58609.84,NA,NA
"869","Puget Sound Freshwater Net",2008,41188,53078.84,NA,NA
"870","Puget Sound Freshwater Net",2009,34317,45685.71,NA,NA
"871","Puget Sound Freshwater Net",2010,38413,51618.12,NA,NA
"872","Puget Sound Freshwater Net",2011,34150,54203.9,NA,NA
"873","Puget Sound Freshwater Net",2012,39317,55671.27,NA,NA
"874","Puget Sound Freshwater Net",2013,25413,53772.67,NA,NA
"875","Puget Sound Freshwater Net",2014,19406,43647.93,NA,NA
"876","Puget Sound Freshwater Net",2015,19190,38114.28,NA,NA
"877","Puget Sound Freshwater Net",2016,22548,34288.92,NA,NA
"878","Washington Coast Freshwater Net",1979,15638,19001.75,NA,NA
"879","Washington Coast Freshwater Net",1980,14512,20096.19,NA,NA
"880","Washington Coast Freshwater Net",1981,14666,19027.93,NA,NA
"881","Washington Coast Freshwater Net",1982,14904,17231.1,NA,NA
"882","Washington Coast Freshwater Net",1983,13525,14570.53,NA,NA
"883","Washington Coast Freshwater Net",1984,11553,14754.53,NA,NA
"884","Washington Coast Freshwater Net",1985,16212,11320.96,NA,NA
"885","Washington Coast Freshwater Net",1986,18941,23104.54,NA,NA
"886","Washington Coast Freshwater Net",1987,30059,21233.81,NA,NA
"887","Washington Coast Freshwater Net",1988,31000,45573.17,NA,NA
"888","Washington Coast Freshwater Net",1989,48286,34453.16,NA,NA
"889","Washington Coast Freshwater Net",1990,35107,42465.57,NA,NA
"890","Washington Coast Freshwater Net",1991,20780,36508.52,NA,NA
"891","Washington Coast Freshwater Net",1992,20360,39473.67,NA,NA
"892","Washington Coast Freshwater Net",1993,21287,31929.61,NA,NA
"893","Washington Coast Freshwater Net",1994,20414,31292.56,NA,NA
"894","Washington Coast Freshwater Net",1995,16978,28004.91,NA,NA
"895","Washington Coast Freshwater Net",1996,15741,32861.82,NA,NA
"896","Washington Coast Freshwater Net",1997,12772,13570.45,NA,NA
"897","Washington Coast Freshwater Net",1998,11483,12469.84,NA,NA
"898","Washington Coast Freshwater Net",1999,7626,6183.98,NA,NA
"899","Washington Coast Freshwater Net",2000,7057,8638.38,NA,NA
"900","Washington Coast Freshwater Net",2001,9510,11118.52,NA,NA
"901","Washington Coast Freshwater Net",2002,10879,16087.35,NA,NA
"902","Washington Coast Freshwater Net",2003,11189,16195.27,NA,NA
"903","Washington Coast Freshwater Net",2004,24526,9597.22,NA,NA
"904","Washington Coast Freshwater Net",2005,16080,9662.6,NA,NA
"905","Washington Coast Freshwater Net",2006,14364,11431.75,NA,NA
"906","Washington Coast Freshwater Net",2007,5529,9022.63,NA,NA
"907","Washington Coast Freshwater Net",2008,7636,9025.76,NA,NA
"908","Washington Coast Freshwater Net",2009,9364,9793.76,NA,NA
"909","Washington Coast Freshwater Net",2010,9754,16292.64,NA,NA
"9101","Washington Coast Freshwater Net",2011,14740,17931.67,NA,NA
"9111","Washington Coast Freshwater Net",2012,11857,18600.33,NA,NA
"9121","Washington Coast Freshwater Net",2013,12014,22529.66,NA,NA
"9131","Washington Coast Freshwater Net",2014,23666,17539.1,NA,NA
"9141","Washington Coast Freshwater Net",2015,3577,17282.55,NA,NA
"9151","Washington Coast Freshwater Net",2016,3503,14096.79,NA,NA
"1373","Canadian Transboundary River Freshwater Net",1979,1950,901.26,NA,NA
"1374","Canadian Transboundary River Freshwater Net",1980,350,554.5,NA,NA
"1375","Canadian Transboundary River Freshwater Net",1981,550,390.51,NA,NA
"1376","Canadian Transboundary River Freshwater Net",1982,733,355.3,NA,NA
"1377","Canadian Transboundary River Freshwater Net",1983,612,412.43,NA,NA
"1378","Canadian Transboundary River Freshwater Net",1984,550,394,NA,NA
"1379","Canadian Transboundary River Freshwater Net",1985,385,251.35,NA,NA
"1380","Canadian Transboundary River Freshwater Net",1986,267,161.37,NA,NA
"1381","Canadian Transboundary River Freshwater Net",1987,627,453.04,NA,NA
"1382","Canadian Transboundary River Freshwater Net",1988,427,328.83,NA,NA
"1383","Canadian Transboundary River Freshwater Net",1989,565,290.76,NA,NA
"1384","Canadian Transboundary River Freshwater Net",1990,923,642.84,NA,NA
"1385","Canadian Transboundary River Freshwater Net",1991,939,513.99,NA,NA
"1386","Canadian Transboundary River Freshwater Net",1992,251,174.34,NA,NA
"1387","Canadian Transboundary River Freshwater Net",1993,389,205.03,NA,NA
"1388","Canadian Transboundary River Freshwater Net",1994,593,252.19,NA,NA
"1389","Canadian Transboundary River Freshwater Net",1995,1624,673.02,NA,NA
"1390","Canadian Transboundary River Freshwater Net",1996,1098,763.21,NA,NA
"1391","Canadian Transboundary River Freshwater Net",1997,531,319.49,NA,NA
"1392","Canadian Transboundary River Freshwater Net",1998,346,237.38,NA,NA
"1393","Canadian Transboundary River Freshwater Net",1999,430,162.1,NA,NA
"1394","Canadian Transboundary River Freshwater Net",2000,142,96.89,NA,NA
"1395","Canadian Transboundary River Freshwater Net",2001,277,217.04,NA,NA
"1396","Canadian Transboundary River Freshwater Net",2002,317,180.5,NA,NA
"1397","Canadian Transboundary River Freshwater Net",2003,228,85.85,NA,NA
"1398","Canadian Transboundary River Freshwater Net",2004,185,118.63,NA,NA
"1399","Canadian Transboundary River Freshwater Net",2005,114,94.15,NA,NA
"1400","Canadian Transboundary River Freshwater Net",2006,17,9.61,NA,NA
"1401","Canadian Transboundary River Freshwater Net",2007,41,20.4,NA,NA
"1402","Canadian Transboundary River Freshwater Net",2008,7,4.36,NA,NA
"1403","Canadian Transboundary River Freshwater Net",2009,125,45.24,NA,NA
"1404","Canadian Transboundary River Freshwater Net",2010,294,176.6,NA,NA
"1405","Canadian Transboundary River Freshwater Net",2011,214,148.59,NA,NA
"1406","Canadian Transboundary River Freshwater Net",2012,85,69.04,NA,NA
"1407","Canadian Transboundary River Freshwater Net",2013,72,35.82,NA,NA
"1408","Canadian Transboundary River Freshwater Net",2014,43,30.2,NA,NA
"1409","Canadian Transboundary River Freshwater Net",2015,131.3353269,172.54,NA,NA
"14101","Canadian Transboundary River Freshwater Net",2016,30,8771.71,NA,NA
"1487","Columbia River Sport",1979,38700,29923.16,NA,NA
"1488","Columbia River Sport",1980,15011,32342.03,NA,NA
"1489","Columbia River Sport",1981,21151,38296.45,NA,NA
"1490","Columbia River Sport",1982,31236,45152.85,NA,NA
"1491","Columbia River Sport",1983,23206,40394.15,NA,NA
"1492","Columbia River Sport",1984,43760,60033.93,NA,NA
"1493","Columbia River Sport",1985,45444,44668.07,NA,NA
"1494","Columbia River Sport",1986,57993,59421.06,NA,NA
"1495","Columbia River Sport",1987,105835,103256.07,NA,NA
"1496","Columbia River Sport",1988,97638,94214.95,NA,NA
"1497","Columbia River Sport",1989,88088,88636.53,NA,NA
"1498","Columbia River Sport",1990,79467,77579.56,NA,NA
"1499","Columbia River Sport",1991,79260,80574.4,NA,NA
"1500","Columbia River Sport",1992,56417,55615.2,NA,NA
"1501","Columbia River Sport",1993,64995,62455.46,NA,NA
"1502","Columbia River Sport",1994,29634,30642.81,NA,NA
"1503","Columbia River Sport",1995,36394,37863.63,NA,NA
"1504","Columbia River Sport",1996,31672,32936.68,NA,NA
"1505","Columbia River Sport",1997,45984,39513.07,NA,NA
"1506","Columbia River Sport",1998,34342,33041.64,NA,NA
"1507","Columbia River Sport",1999,45094,46491.76,NA,NA
"1508","Columbia River Sport",2000,49631,37086.68,NA,NA
"1509","Columbia River Sport",2001,135040,56194.3,NA,NA
"15101","Columbia River Sport",2002,143135,102247.05,NA,NA
"15111","Columbia River Sport",2003,141114,111419.28,NA,NA
"15121","Columbia River Sport",2004,140790,106115.86,NA,NA
"15131","Columbia River Sport",2005,87170,80023.97,NA,NA
"15141","Columbia River Sport",2006,66780,57635.02,NA,NA
"15151","Columbia River Sport",2007,50947,44936.78,NA,NA
"15161","Columbia River Sport",2008,83095,43253.75,NA,NA
"15171","Columbia River Sport",2009,86056,51579.6,NA,NA
"15181","Columbia River Sport",2010,159308,72453.14,NA,NA
"15191","Columbia River Sport",2011,145092,83212.42,NA,NA
"15201","Columbia River Sport",2012,145108,100394.38,NA,NA
"15211","Columbia River Sport",2013,154641,140108.94,NA,NA
"15221","Columbia River Sport",2014,177803,128442.95,NA,NA
"15231","Columbia River Sport",2015,204687,151212.64,NA,NA
"15241","Columbia River Sport",2016,204687,91615.48,NA,NA
"15251","Alaska Terminal Sport",1979,4262,2226.97,NA,NA
"15261","Alaska Terminal Sport",1980,6516,4108.33,NA,NA
"15271","Alaska Terminal Sport",1981,4774,3087.98,NA,NA
"1528","Alaska Terminal Sport",1982,4172,2296.1,NA,NA
"1529","Alaska Terminal Sport",1983,4195,2995.48,NA,NA
"1530","Alaska Terminal Sport",1984,3765,1946.55,NA,NA
"1531","Alaska Terminal Sport",1985,3785,2280.46,NA,NA
"1532","Alaska Terminal Sport",1986,3250,2267.81,NA,NA
"1533","Alaska Terminal Sport",1987,4473,3575.75,NA,NA
"1534","Alaska Terminal Sport",1988,5169,2526.5,NA,NA
"1535","Alaska Terminal Sport",1989,5697,3748.91,NA,NA
"1536","Alaska Terminal Sport",1990,5590,3629.78,NA,NA
"1537","Alaska Terminal Sport",1991,8448,4403.94,NA,NA
"1538","Alaska Terminal Sport",1992,5334,3840.09,NA,NA
"1539","Alaska Terminal Sport",1993,7528,4386.75,NA,NA
"1540","Alaska Terminal Sport",1994,5095,3257.19,NA,NA
"1541","Alaska Terminal Sport",1995,6346,2766.73,NA,NA
"1542","Alaska Terminal Sport",1996,4646,3243.59,NA,NA
"1543","Alaska Terminal Sport",1997,6843,4155.53,NA,NA
"1544","Alaska Terminal Sport",1998,3197,1796.1,NA,NA
"1545","Alaska Terminal Sport",1999,5201,2429.69,NA,NA
"1546","Alaska Terminal Sport",2000,4568,2120.68,NA,NA
"1547","Alaska Terminal Sport",2001,4521,2960.85,NA,NA
"1548","Alaska Terminal Sport",2002,4764,2901.63,NA,NA
"1549","Alaska Terminal Sport",2003,4741,2363.61,NA,NA
"1550","Alaska Terminal Sport",2004,5774,2816.19,NA,NA
"1551","Alaska Terminal Sport",2005,11538,8351.91,NA,NA
"1552","Alaska Terminal Sport",2006,9189,5712,NA,NA
"1553","Alaska Terminal Sport",2007,6373,3938.14,NA,NA
"1554","Alaska Terminal Sport",2008,4723,2328.52,NA,NA
"1555","Alaska Terminal Sport",2009,3143,1784.89,NA,NA
"1556","Alaska Terminal Sport",2010,3693,2019.24,NA,NA
"1557","Alaska Terminal Sport",2011,3139,1685.34,NA,NA
"1558","Alaska Terminal Sport",2012,2408,1524.24,NA,NA
"1559","Alaska Terminal Sport",2013,2377,1445.43,NA,NA
"1560","Alaska Terminal Sport",2014,4122,2110.66,NA,NA
"1561","Alaska Terminal Sport",2015,2283,1272.43,NA,NA
"1562","Alaska Terminal Sport",2016,1262,1018.1,NA,NA
"1563","North B.C. Freshwater Sport",1979,1960,1301.26,NA,NA
"1564","North B.C. Freshwater Sport",1980,4515,1442.04,NA,NA
"1565","North B.C. Freshwater Sport",1981,2613,1461.6,NA,NA
"1566","North B.C. Freshwater Sport",1982,2726,1287.2,NA,NA
"1567","North B.C. Freshwater Sport",1983,5374,1703.47,NA,NA
"1568","North B.C. Freshwater Sport",1984,3426,1610.55,NA,NA
"1569","North B.C. Freshwater Sport",1985,3186,2631.88,NA,NA
"1570","North B.C. Freshwater Sport",1986,4410,3202.19,NA,NA
"1571","North B.C. Freshwater Sport",1987,3625,4761.71,NA,NA
"1572","North B.C. Freshwater Sport",1988,3745,4051.04,NA,NA
"1573","North B.C. Freshwater Sport",1989,5247,3883.94,NA,NA
"1574","North B.C. Freshwater Sport",1990,4090,3114.03,NA,NA
"1575","North B.C. Freshwater Sport",1991,4764,2815.93,NA,NA
"1576","North B.C. Freshwater Sport",1992,6182,3127.88,NA,NA
"1577","North B.C. Freshwater Sport",1993,7813,2188.26,NA,NA
"1578","North B.C. Freshwater Sport",1994,3093,3946.34,NA,NA
"1579","North B.C. Freshwater Sport",1995,3503,1592.71,NA,NA
"1580","North B.C. Freshwater Sport",1996,1250,3570.03,NA,NA
"1581","North B.C. Freshwater Sport",1997,0,3422.81,NA,NA
"1582","North B.C. Freshwater Sport",1998,0,2570.71,NA,NA
"1583","North B.C. Freshwater Sport",1999,0,3020.71,NA,NA
"1584","North B.C. Freshwater Sport",2000,0,2221.87,NA,NA
"1585","North B.C. Freshwater Sport",2001,0,3820.41,NA,NA
"1586","North B.C. Freshwater Sport",2002,0,3134.1,NA,NA
"1587","North B.C. Freshwater Sport",2003,5711,2183.19,NA,NA
"1588","North B.C. Freshwater Sport",2004,0,2546.09,NA,NA
"1589","North B.C. Freshwater Sport",2005,0,1290.04,NA,NA
"1590","North B.C. Freshwater Sport",2006,0,1848.53,NA,NA
"1591","North B.C. Freshwater Sport",2007,0,2081.27,NA,NA
"1592","North B.C. Freshwater Sport",2008,0,1409.01,NA,NA
"1593","North B.C. Freshwater Sport",2009,0,1753.28,NA,NA
"1594","North B.C. Freshwater Sport",2010,2689,2011.14,NA,NA
"1595","North B.C. Freshwater Sport",2011,2540,1125.79,NA,NA
"1596","North B.C. Freshwater Sport",2012,421,847.1,NA,NA
"1597","North B.C. Freshwater Sport",2013,2024,997.37,NA,NA
"1598","North B.C. Freshwater Sport",2014,2302,1247.3,NA,NA
"1599","North B.C. Freshwater Sport",2015,3442,1472.15,NA,NA
"1600","North B.C. Freshwater Sport",2016,3442,1082.04,NA,NA
"1601","Central B.C. Freshwater Sport",1979,1940,130.91,NA,NA
"1602","Central B.C. Freshwater Sport",1980,988,146.24,NA,NA
"1603","Central B.C. Freshwater Sport",1981,1261,849.84,NA,NA
"1604","Central B.C. Freshwater Sport",1982,1293,201.37,NA,NA
"1605","Central B.C. Freshwater Sport",1983,821,188.44,NA,NA
"1606","Central B.C. Freshwater Sport",1984,1332,202.67,NA,NA
"1607","Central B.C. Freshwater Sport",1985,823,295.21,NA,NA
"1608","Central B.C. Freshwater Sport",1986,1245,340.8,NA,NA
"1609","Central B.C. Freshwater Sport",1987,1563,302.26,NA,NA
"16101","Central B.C. Freshwater Sport",1988,1496,263.11,NA,NA
"16111","Central B.C. Freshwater Sport",1989,4526,256.26,NA,NA
"16121","Central B.C. Freshwater Sport",1990,5626,281.33,NA,NA
"16131","Central B.C. Freshwater Sport",1991,3335,402.19,NA,NA
"16141","Central B.C. Freshwater Sport",1992,3204,539.04,NA,NA
"16151","Central B.C. Freshwater Sport",1993,2880,477.25,NA,NA
"16161","Central B.C. Freshwater Sport",1994,973,359.37,NA,NA
"16171","Central B.C. Freshwater Sport",1995,1180,244.44,NA,NA
"16181","Central B.C. Freshwater Sport",1996,3986,181.6,NA,NA
"16191","Central B.C. Freshwater Sport",1997,1139,203.3,NA,NA
"16201","Central B.C. Freshwater Sport",1998,779,218.4,NA,NA
"16211","Central B.C. Freshwater Sport",1999,0,291.12,NA,NA
"16221","Central B.C. Freshwater Sport",2000,0,279.7,NA,NA
"16231","Central B.C. Freshwater Sport",2001,1024,353.74,NA,NA
"16241","Central B.C. Freshwater Sport",2002,723,289.55,NA,NA
"16251","Central B.C. Freshwater Sport",2003,491,183.48,NA,NA
"16261","Central B.C. Freshwater Sport",2004,524,234.9,NA,NA
"16271","Central B.C. Freshwater Sport",2005,809,230.78,NA,NA
"1628","Central B.C. Freshwater Sport",2006,0,302.57,NA,NA
"1629","Central B.C. Freshwater Sport",2007,522,197.43,NA,NA
"1630","Central B.C. Freshwater Sport",2008,276,213.51,NA,NA
"1631","Central B.C. Freshwater Sport",2009,0,250.75,NA,NA
"1632","Central B.C. Freshwater Sport",2010,0,184.47,NA,NA
"1633","Central B.C. Freshwater Sport",2011,646,141.52,NA,NA
"1634","Central B.C. Freshwater Sport",2012,524,321.11,NA,NA
"1635","Central B.C. Freshwater Sport",2013,1506,363.39,NA,NA
"1636","Central B.C. Freshwater Sport",2014,2134,298.49,NA,NA
"1637","Central B.C. Freshwater Sport",2015,1270,312.22,NA,NA
"1638","Central B.C. Freshwater Sport",2016,1270,232.95,NA,NA
"1639","West Coast Vancouver Island Freshwater Sport",1979,0,673.82,NA,NA
"1640","West Coast Vancouver Island Freshwater Sport",1980,0,845.92,NA,NA
"1641","West Coast Vancouver Island Freshwater Sport",1981,0,588.54,NA,NA
"1642","West Coast Vancouver Island Freshwater Sport",1982,0,969.79,NA,NA
"1643","West Coast Vancouver Island Freshwater Sport",1983,0,611.39,NA,NA
"1644","West Coast Vancouver Island Freshwater Sport",1984,0,746.62,NA,NA
"1645","West Coast Vancouver Island Freshwater Sport",1985,0,767.07,NA,NA
"1646","West Coast Vancouver Island Freshwater Sport",1986,0,504.62,NA,NA
"1647","West Coast Vancouver Island Freshwater Sport",1987,0,688.1,NA,NA
"1648","West Coast Vancouver Island Freshwater Sport",1988,0,854.19,NA,NA
"1649","West Coast Vancouver Island Freshwater Sport",1989,0,1106.59,NA,NA
"1650","West Coast Vancouver Island Freshwater Sport",1990,0,1295.06,NA,NA
"1651","West Coast Vancouver Island Freshwater Sport",1991,0,1505.5,NA,NA
"1652","West Coast Vancouver Island Freshwater Sport",1992,0,1206.54,NA,NA
"1653","West Coast Vancouver Island Freshwater Sport",1993,0,1220.17,NA,NA
"1654","West Coast Vancouver Island Freshwater Sport",1994,0,651.66,NA,NA
"1655","West Coast Vancouver Island Freshwater Sport",1995,0,259.78,NA,NA
"1656","West Coast Vancouver Island Freshwater Sport",1996,0,640.7,NA,NA
"1657","West Coast Vancouver Island Freshwater Sport",1997,0,852.91,NA,NA
"1658","West Coast Vancouver Island Freshwater Sport",1998,0,725.51,NA,NA
"1659","West Coast Vancouver Island Freshwater Sport",1999,0,235.61,NA,NA
"1660","West Coast Vancouver Island Freshwater Sport",2000,0,203.65,NA,NA
"1661","West Coast Vancouver Island Freshwater Sport",2001,6198,642.48,NA,NA
"1662","West Coast Vancouver Island Freshwater Sport",2002,77,855.72,NA,NA
"1663","West Coast Vancouver Island Freshwater Sport",2003,0,1042.7,NA,NA
"1664","West Coast Vancouver Island Freshwater Sport",2004,26,1100.39,NA,NA
"1665","West Coast Vancouver Island Freshwater Sport",2005,6225,650.61,NA,NA
"1666","West Coast Vancouver Island Freshwater Sport",2006,0,966.91,NA,NA
"1667","West Coast Vancouver Island Freshwater Sport",2007,0,563.16,NA,NA
"1668","West Coast Vancouver Island Freshwater Sport",2008,0,467.32,NA,NA
"1669","West Coast Vancouver Island Freshwater Sport",2009,0,337.82,NA,NA
"1670","West Coast Vancouver Island Freshwater Sport",2010,0,651.72,NA,NA
"1671","West Coast Vancouver Island Freshwater Sport",2011,0,672.92,NA,NA
"1672","West Coast Vancouver Island Freshwater Sport",2012,0,468.08,NA,NA
"1673","West Coast Vancouver Island Freshwater Sport",2013,0,714.91,NA,NA
"1674","West Coast Vancouver Island Freshwater Sport",2014,0,723.16,NA,NA
"1675","West Coast Vancouver Island Freshwater Sport",2015,0,771.2,NA,NA
"1676","West Coast Vancouver Island Freshwater Sport",2016,0,814.24,NA,NA
"1677","Fraser River Freshwater Sport",1979,4450,3351.25,NA,NA
"1678","Fraser River Freshwater Sport",1980,7,3332.98,NA,NA
"1679","Fraser River Freshwater Sport",1981,0,3225.85,NA,NA
"1680","Fraser River Freshwater Sport",1982,96,3288.11,NA,NA
"1681","Fraser River Freshwater Sport",1983,0,133.53,NA,NA
"1682","Fraser River Freshwater Sport",1984,80,260.48,NA,NA
"1683","Fraser River Freshwater Sport",1985,596,1128.57,NA,NA
"1684","Fraser River Freshwater Sport",1986,1421,1269.56,NA,NA
"1685","Fraser River Freshwater Sport",1987,3561,3337.3,NA,NA
"1686","Fraser River Freshwater Sport",1988,3702,3460.48,NA,NA
"1687","Fraser River Freshwater Sport",1989,2500,2574.07,NA,NA
"1688","Fraser River Freshwater Sport",1990,2982,3074.56,NA,NA
"1689","Fraser River Freshwater Sport",1991,3116,3354.94,NA,NA
"1690","Fraser River Freshwater Sport",1992,4677,4813.43,NA,NA
"1691","Fraser River Freshwater Sport",1993,3430,3551.33,NA,NA
"1692","Fraser River Freshwater Sport",1994,3195,3402.58,NA,NA
"1693","Fraser River Freshwater Sport",1995,8258,8613.25,NA,NA
"1694","Fraser River Freshwater Sport",1996,7635,7545.14,NA,NA
"1695","Fraser River Freshwater Sport",1997,5051,5273.29,NA,NA
"1696","Fraser River Freshwater Sport",1998,18073,17315.75,NA,NA
"1697","Fraser River Freshwater Sport",1999,8509,8532.61,NA,NA
"1698","Fraser River Freshwater Sport",2000,12836,11253.86,NA,NA
"1699","Fraser River Freshwater Sport",2001,25023,23546.21,NA,NA
"1700","Fraser River Freshwater Sport",2002,24355,22734.53,NA,NA
"1701","Fraser River Freshwater Sport",2003,19520,17734.48,NA,NA
"1702","Fraser River Freshwater Sport",2004,18581,18155.42,NA,NA
"1703","Fraser River Freshwater Sport",2005,22688,17366.6,NA,NA
"1704","Fraser River Freshwater Sport",2006,26662,28957.54,NA,NA
"1705","Fraser River Freshwater Sport",2007,12945,9871.19,NA,NA
