"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"1660","West Coast Vancouver Island Freshwater Sport",2000,0,271.62,NA,NA
"1661","West Coast Vancouver Island Freshwater Sport",2001,6198,925.04,NA,NA
"1662","West Coast Vancouver Island Freshwater Sport",2002,77,1240.88,NA,NA
"1663","West Coast Vancouver Island Freshwater Sport",2003,0,1514.41,NA,NA
"1664","West Coast Vancouver Island Freshwater Sport",2004,26,1565.36,NA,NA
"1665","West Coast Vancouver Island Freshwater Sport",2005,6225,879.24,NA,NA
"1666","West Coast Vancouver Island Freshwater Sport",2006,0,1394.8,NA,NA
"1667","West Coast Vancouver Island Freshwater Sport",2007,0,742.28,NA,NA
"1668","West Coast Vancouver Island Freshwater Sport",2008,0,666.14,NA,NA
"1669","West Coast Vancouver Island Freshwater Sport",2009,0,432.76,NA,NA
"1670","West Coast Vancouver Island Freshwater Sport",2010,0,964.18,NA,NA
"1671","West Coast Vancouver Island Freshwater Sport",2011,0,878.17,NA,NA
"1672","West Coast Vancouver Island Freshwater Sport",2012,0,632.53,NA,NA
"1673","West Coast Vancouver Island Freshwater Sport",2013,0,1006.35,NA,NA
"1674","West Coast Vancouver Island Freshwater Sport",2014,0,993.19,NA,NA
"1675","West Coast Vancouver Island Freshwater Sport",2015,0,1249.24,NA,NA
"1676","West Coast Vancouver Island Freshwater Sport",2016,0,1144.94,NA,NA
"1677","Fraser River Freshwater Sport",1979,4450,2642.19,NA,NA
"1678","Fraser River Freshwater Sport",1980,7,3110.69,NA,NA
"1679","Fraser River Freshwater Sport",1981,0,3056.53,NA,NA
"1680","Fraser River Freshwater Sport",1982,96,3258.52,NA,NA
"1681","Fraser River Freshwater Sport",1983,0,135.1,NA,NA
"1682","Fraser River Freshwater Sport",1984,80,265.86,NA,NA
"1683","Fraser River Freshwater Sport",1985,596,1114.87,NA,NA
"1684","Fraser River Freshwater Sport",1986,1421,1319.09,NA,NA
"1685","Fraser River Freshwater Sport",1987,3561,3331.28,NA,NA
"1686","Fraser River Freshwater Sport",1988,3702,3407.61,NA,NA
"1687","Fraser River Freshwater Sport",1989,2500,2460.2,NA,NA
"1688","Fraser River Freshwater Sport",1990,2982,3000.86,NA,NA
"1689","Fraser River Freshwater Sport",1991,3116,3198.41,NA,NA
"1690","Fraser River Freshwater Sport",1992,4677,4728.89,NA,NA
"1691","Fraser River Freshwater Sport",1993,3430,3469.37,NA,NA
"1692","Fraser River Freshwater Sport",1994,3195,3283.77,NA,NA
"1693","Fraser River Freshwater Sport",1995,8258,7715.25,NA,NA
"1694","Fraser River Freshwater Sport",1996,7635,7391.24,NA,NA
"1695","Fraser River Freshwater Sport",1997,5051,4920.15,NA,NA
"1696","Fraser River Freshwater Sport",1998,18073,17184.06,NA,NA
"1697","Fraser River Freshwater Sport",1999,8509,8570.58,NA,NA
"1698","Fraser River Freshwater Sport",2000,12836,11409.25,NA,NA
"1699","Fraser River Freshwater Sport",2001,25023,22584.43,NA,NA
"1700","Fraser River Freshwater Sport",2002,24355,22531.8,NA,NA
"1701","Fraser River Freshwater Sport",2003,19520,17482.04,NA,NA
"1702","Fraser River Freshwater Sport",2004,18581,17085.59,NA,NA
"1703","Fraser River Freshwater Sport",2005,22688,16962.35,NA,NA
"1704","Fraser River Freshwater Sport",2006,26662,25329.87,NA,NA
"1705","Fraser River Freshwater Sport",2007,12945,11252.11,NA,NA
"1706","Fraser River Freshwater Sport",2008,18596.586,16876.04,NA,NA
"1707","Fraser River Freshwater Sport",2009,17485,15680,NA,NA
"1708","Fraser River Freshwater Sport",2010,14324,15871.42,NA,NA
"1709","Fraser River Freshwater Sport",2011,20349,15561.79,NA,NA
"17101","Fraser River Freshwater Sport",2012,11396,8800.78,NA,NA
"17111","Fraser River Freshwater Sport",2013,11506,8924.42,NA,NA
"17121","Fraser River Freshwater Sport",2014,13105,12635.9,NA,NA
"17131","Fraser River Freshwater Sport",2015,18487,16924.07,NA,NA
"17141","Fraser River Freshwater Sport",2016,18487,8619.94,NA,NA
"17151","Georgia Strait Freshwater Sport",1979,NA,5,NA,NA
"17161","Georgia Strait Freshwater Sport",1980,NA,4.28,NA,NA
"17171","Georgia Strait Freshwater Sport",1981,NA,4.15,NA,NA
"17181","Georgia Strait Freshwater Sport",1982,NA,3.42,NA,NA
"17191","Georgia Strait Freshwater Sport",1983,NA,49.5,NA,NA
"17201","Georgia Strait Freshwater Sport",1984,NA,22.93,NA,NA
"17211","Georgia Strait Freshwater Sport",1985,NA,20.93,NA,NA
"17221","Georgia Strait Freshwater Sport",1986,NA,34.33,NA,NA
"17231","Georgia Strait Freshwater Sport",1987,NA,5.18,NA,NA
"17241","Georgia Strait Freshwater Sport",1988,NA,18.83,NA,NA
"17251","Georgia Strait Freshwater Sport",1989,NA,22.87,NA,NA
"17261","Georgia Strait Freshwater Sport",1990,NA,116.97,NA,NA
"17271","Georgia Strait Freshwater Sport",1991,NA,82.23,NA,NA
"1728","Georgia Strait Freshwater Sport",1992,NA,10.11,NA,NA
"1729","Georgia Strait Freshwater Sport",1993,NA,31.94,NA,NA
"1730","Georgia Strait Freshwater Sport",1994,NA,73.92,NA,NA
"1731","Georgia Strait Freshwater Sport",1995,NA,143.28,NA,NA
"1732","Georgia Strait Freshwater Sport",1996,NA,168.58,NA,NA
"1733","Georgia Strait Freshwater Sport",1997,NA,14.55,NA,NA
"1734","Georgia Strait Freshwater Sport",1998,NA,225.67,NA,NA
"1735","Georgia Strait Freshwater Sport",1999,NA,34.07,NA,NA
"1736","Georgia Strait Freshwater Sport",2000,NA,519.76,NA,NA
"1737","Georgia Strait Freshwater Sport",2001,NA,174.06,NA,NA
"1738","Georgia Strait Freshwater Sport",2002,NA,98.24,NA,NA
"1739","Georgia Strait Freshwater Sport",2003,NA,46.89,NA,NA
"1740","Georgia Strait Freshwater Sport",2004,NA,183.38,NA,NA
"1741","Georgia Strait Freshwater Sport",2005,NA,304.65,NA,NA
"1742","Georgia Strait Freshwater Sport",2006,NA,69.98,NA,NA
"1743","Georgia Strait Freshwater Sport",2007,NA,405.17,NA,NA
"1744","Georgia Strait Freshwater Sport",2008,NA,52.3,NA,NA
"1745","Georgia Strait Freshwater Sport",2009,NA,428.24,NA,NA
"1746","Georgia Strait Freshwater Sport",2010,NA,166.93,NA,NA
"1747","Georgia Strait Freshwater Sport",2011,NA,105.56,NA,NA
"1748","Georgia Strait Freshwater Sport",2012,NA,206.33,NA,NA
"1749","Georgia Strait Freshwater Sport",2013,NA,298.99,NA,NA
"1750","Georgia Strait Freshwater Sport",2014,NA,133.48,NA,NA
"1751","Georgia Strait Freshwater Sport",2015,NA,82.41,NA,NA
"1752","Georgia Strait Freshwater Sport",2016,NA,82.54,NA,NA
"1753","Puget Sound Freshwater Sport",1979,3121,156.46,NA,NA
"1754","Puget Sound Freshwater Sport",1980,2430,156.78,NA,NA
"1755","Puget Sound Freshwater Sport",1981,2694,178.09,NA,NA
"1756","Puget Sound Freshwater Sport",1982,2341,159.03,NA,NA
"1757","Puget Sound Freshwater Sport",1983,2511,157.81,NA,NA
"1758","Puget Sound Freshwater Sport",1984,2685,155.56,NA,NA
"1759","Puget Sound Freshwater Sport",1985,2209,144.25,NA,NA
"1760","Puget Sound Freshwater Sport",1986,1841,179.76,NA,NA
"1761","Puget Sound Freshwater Sport",1987,2242,191.06,NA,NA
"1762","Puget Sound Freshwater Sport",1988,3091,213.22,NA,NA
"1763","Puget Sound Freshwater Sport",1989,3389,236.83,NA,NA
"1764","Puget Sound Freshwater Sport",1990,2919,199.89,NA,NA
"1765","Puget Sound Freshwater Sport",1991,2693,156.59,NA,NA
"1766","Puget Sound Freshwater Sport",1992,1649,102.69,NA,NA
"1767","Puget Sound Freshwater Sport",1993,5510,105.59,NA,NA
"1768","Puget Sound Freshwater Sport",1994,3351,132.22,NA,NA
"1769","Puget Sound Freshwater Sport",1995,5922,163.79,NA,NA
"1770","Puget Sound Freshwater Sport",1996,3968,167.73,NA,NA
"1771","Puget Sound Freshwater Sport",1997,4929,152.75,NA,NA
"1772","Puget Sound Freshwater Sport",1998,9130,166.17,NA,NA
"1773","Puget Sound Freshwater Sport",1999,8161,223.02,NA,NA
"1774","Puget Sound Freshwater Sport",2000,5024,185.09,NA,NA
"1775","Puget Sound Freshwater Sport",2001,11843,228.74,NA,NA
"1776","Puget Sound Freshwater Sport",2002,13030,244.85,NA,NA
"1777","Puget Sound Freshwater Sport",2003,10468,231.59,NA,NA
"1778","Puget Sound Freshwater Sport",2004,5557,227.67,NA,NA
"1779","Puget Sound Freshwater Sport",2005,12154,264.93,NA,NA
"1780","Puget Sound Freshwater Sport",2006,17019,291.22,NA,NA
"1781","Puget Sound Freshwater Sport",2007,19421,317.36,NA,NA
"1782","Puget Sound Freshwater Sport",2008,15258,263.44,NA,NA
"1783","Puget Sound Freshwater Sport",2009,14441,232.14,NA,NA
"1784","Puget Sound Freshwater Sport",2010,15603,224.69,NA,NA
"1785","Puget Sound Freshwater Sport",2011,18222,227.31,NA,NA
"1786","Puget Sound Freshwater Sport",2012,23243,268.4,NA,NA
"1787","Puget Sound Freshwater Sport",2013,19642,280.32,NA,NA
"1788","Puget Sound Freshwater Sport",2014,11820,188.94,NA,NA
"1789","Puget Sound Freshwater Sport",2015,11092,182.2,NA,NA
"1790","Puget Sound Freshwater Sport",2016,NA,181.39,NA,NA
"1791","South of Falcon Freshwater Sport",1979,27443,56150.84,NA,NA
"1792","South of Falcon Freshwater Sport",1980,19528,47497.49,NA,NA
"1793","South of Falcon Freshwater Sport",1981,26122,50336.77,NA,NA
"1794","South of Falcon Freshwater Sport",1982,20922,57809.98,NA,NA
"1795","South of Falcon Freshwater Sport",1983,17604,17525.11,NA,NA
"1796","South of Falcon Freshwater Sport",1984,26204,26001.62,NA,NA
"1797","South of Falcon Freshwater Sport",1985,23368,23058.7,NA,NA
"1798","South of Falcon Freshwater Sport",1986,29542,29068.46,NA,NA
"1799","South of Falcon Freshwater Sport",1987,41059,40281.95,NA,NA
"1800","South of Falcon Freshwater Sport",1988,43049,42183.1,NA,NA
"1801","South of Falcon Freshwater Sport",1989,41445,40562.53,NA,NA
"1802","South of Falcon Freshwater Sport",1990,34405,33423.03,NA,NA
"1803","South of Falcon Freshwater Sport",1991,41350,40145.25,NA,NA
"1804","South of Falcon Freshwater Sport",1992,39412,38298.05,NA,NA
"1805","South of Falcon Freshwater Sport",1993,43504,42341.82,NA,NA
"1806","South of Falcon Freshwater Sport",1994,33590,32878.46,NA,NA
"1807","South of Falcon Freshwater Sport",1995,48351,47444.31,NA,NA
"1808","South of Falcon Freshwater Sport",1996,56196,54368.66,NA,NA
"1809","South of Falcon Freshwater Sport",1997,37650,36722.86,NA,NA
"18101","South of Falcon Freshwater Sport",1998,31959,31156.13,NA,NA
"18111","South of Falcon Freshwater Sport",1999,32089,31485.4,NA,NA
"18121","South of Falcon Freshwater Sport",2000,31505,30862.71,NA,NA
"18131","South of Falcon Freshwater Sport",2001,54988,53809.21,NA,NA
"18141","South of Falcon Freshwater Sport",2002,61085,59588.52,NA,NA
"18151","South of Falcon Freshwater Sport",2003,67939,66162.17,NA,NA
"18161","South of Falcon Freshwater Sport",2004,71726,70328.2,NA,NA
"18171","South of Falcon Freshwater Sport",2005,27866,27247.24,NA,NA
"18181","South of Falcon Freshwater Sport",2006,39357,38593.8,NA,NA
"18191","South of Falcon Freshwater Sport",2007,26084,25901.86,NA,NA
"18201","South of Falcon Freshwater Sport",2008,15250,14959.07,NA,NA
"18211","South of Falcon Freshwater Sport",2009,21163,20749.1,NA,NA
"18221","South of Falcon Freshwater Sport",2010,51781,50932.57,NA,NA
"18231","South of Falcon Freshwater Sport",2011,56474,55716.45,NA,NA
"18241","South of Falcon Freshwater Sport",2012,45134,44562.81,NA,NA
"18251","South of Falcon Freshwater Sport",2013,73872,73061.64,NA,NA
"18261","South of Falcon Freshwater Sport",2014,74673,74024.18,NA,NA
"18271","South of Falcon Freshwater Sport",2015,107231,106608.65,NA,NA
"1828","South of Falcon Freshwater Sport",2016,NA,82741.42,NA,NA
